Sehir,Sube_Adi,Adres,Place_ID
Ağrı,DeFacto Outlet,"Tevfik İleri, Eskiköy Cd. 2. Sk, 06145 Pursaklar/Ankara, Türkiye",ChIJbwarDwUIgkARMZypyNzyN2A
Ağrı,DeFacto,"Saray, Cumhuriyet Cd. No: 85, 13200 Tatvan/Bitlis, Türkiye",ChIJU8i8U0s5DUARix9VBqM6Ip4
Ağrı,DeFacto,"Cumhuriyet, Malatya Cd. Elysium AVM No:10 D:Z020, 23270 Elazığ Merkez/Elazığ, Türkiye",ChIJWaC2CcnBdkARKx-CuVMubO8
Ağrı,DeFacto,"İzzet Paşa, Gazi Cd. No:14, 23200 Elazığ Merkez/Elazığ, Türkiye",ChIJ5x-GJWXAdkARO-uDin_SnIo
Ağrı,DeFacto,"Winstown AVM, Talaytepe, 4005. Sok No:92 No: 1A, 21070 Kayapınar/Diyarbakır, Türkiye",ChIJL0884x8ddUAR5sGt7ndti0w
Ağrı,DeFacto,"Yeşilırmak Mah. Novada Tokat No: 3 Merkez, Vali Zekai Gümüşdiş Blv., 60030 Tokat Merkez/Tokat, Türkiye",ChIJJxbYslq3fUARzv_lLFwTlRc
Ağrı,DeFacto,"Kızılay, Atatürk Blv Kızılay AVM Kat: B1 Daire: 11, 06420 Çankaya/Ankara, Türkiye",ChIJbwIBDwBP0xQRK9tsKGVr4FM
Amasya,DeFacto,"Yüzevler, Merkez, Mustafa Kemal Paşa Cd. 56/A, 05100 Amasya Merkez/Amasya, Türkiye",ChIJbfWvE01uh0ARyezoyDlfnCQ
Ankara,DeFacto,"Macun, 171. Sk. Gimart Outlet AVM No: 2 Daire: 44, 06105 Yenimahalle/Ankara, Türkiye",ChIJPVWF1v1I0xQRfginofd55QE
Ankara,DeFacto,"Gazi Mah. Konya Devlet Yolu, Mevlana Blv. Ankamall AVM Üzeri No: 2 Daire: B17, 06560 Yenimahalle/Ankara, Türkiye",ChIJ41RFjZVO0xQR-kLnOY7UZLQ
Ankara,DeFacto,"Ovacık, Yozgat Blv. Forum Ankara Outlet No: 99 Kat: Giriş Daire: G33, 06280 Keçiören/Ankara, Türkiye",ChIJm_fp62FM0xQR8LSVN8UZa7w
Ankara,DeFacto,"Macun, Fatih Sultan Mehmet Blv No:244, 06105 Yenimahalle/Ankara, Türkiye",ChIJhaVACgdJ0xQRvnIKEAN2wGc
Ankara,DeFacto,"Şeker Mh, Ayaş Ankara Yolu Blv. No:114, 06820 Etimesgut/Ankara, Türkiye",ChIJMaJFuSQ30xQR0IFDiGLjXPM
Ankara,DeFacto,"Mustafa Kemal Mah. Eskisehir Yolu 7.Km, Kentpark AVM No: 164/1 Kat: -1 Daire: 60, 06530 Çankaya/Ankara, Türkiye",ChIJk_tp6ydG0xQRr8YzHn0OaBo
Ankara,DeFacto,"Mehmet Akif Ersoy, 286. Sk., 06200 Yenimahalle/Ankara, Türkiye",ChIJ28DPIQxJ0xQR9NgLkJl2pr0
Ankara,DeFacto,"Kardelen Mah. Başkent Bulv. Atlantis AVM No:224, Kat: Zemin Daire: 36, 06370 Yenimahalle/Ankara, Türkiye",ChIJf7UdPTQ20xQRgx8YRVVBbL8
Ankara,DeFacto,"İşçi Blokları, Mevlana Blv. No:190, 06530 Çankaya/Ankara, Türkiye",ChIJSWo3IeNF0xQRRlwrfE40v3k
Ankara,DeFacto,"Akşemsettin Mah, Boğaziçi, 2308. Sk. Anatolium Alışveriş Merkezi No: 1B/1K Daire: 43, 06480 Mamak/Ankara, Türkiye",ChIJOQywzCBR0xQR2h7OuWtOxlo
Ankara,DeFacto,"Metromall, Tunahan, Dumlupınar 30 Ağustos Cd. No: 2/A, 06824 Etimesgut/Ankara, Türkiye",ChIJ57rz3V8x0xQR0PYh6cm5Pd4
Ankara,DeFacto,"Hasköy Mah. Şehit Ömer Halisdemir Bulv. Vega AVM No: 165/81 Daire: 118, 06135 Keçiören/Ankara, Türkiye",ChIJ-RDsruVN0xQR_j4l8URaRy8
Ankara,DeFacto,"Akşemsettin, Akşemsettin Cad NataVega Outlet Alışveriş Merkezi No: 1/B-17, 06270 Mamak/Ankara, Türkiye",ChIJ-_axwk9Q0xQRwQlg6db5_Ts
Ankara,Defacto,"Ankara Optimum Outlet, Etiler, Ayaş Ankara Yolu Blv. No:93, 06796 Etimesgut/Ankara, Türkiye",ChIJUWovjk030xQRB7IAC9rDc8s
Ankara,DeFacto,"Topçu, 1464. Cad. No: 63/B, 06796 Etimesgut/Ankara, Türkiye",ChIJ4bCW2BE60xQRGMjWxlrrj9g
Ankara,DeFacto,"Atatürk, Atatürk Cd. No: 56/A, 06930 Sincan/Ankara, Türkiye",ChIJ78SeiH060xQRPylFC7qh6q8
Ankara,DeFacto,"Ayvalı Mah. Halil Sezai Erkut Cad, Afra Cd Antares AVM No: 1/85 Kat: 1 Daire: 180-181C-D, 06010 Keçiören/Ankara, Türkiye",ChIJk2lVRR1M0xQRpA_SPxWZYZg
Antalya,DeFacto,"Sütçüler, Yeşilırmak Cd. No: 164 D:1A, 07320 Kepez/Antalya, Türkiye",ChIJDy4_93-FwxQRp5qONi0nQD4
Antalya,DeFacto,"Fabrikalar Mah. Dumlupınar Bulv. Erasta AVM No: 49 Kat: Zemin Daire: 26-27, Kepez, 07090 Kepez/Antalya, Türkiye",ChIJhaXHkCyOwxQRS85xlYGnMXA
Antalya,DeFacto,"Tahılpazarı Mah. Şarampol Cad MarkAntalya Alışveriş Merkezi No: 84 Daire: 1BK064, 07040 Muratpaşa/Antalya, Türkiye",ChIJLZQDu_2PwxQRvV_yvbp5O9I
Antalya,DeFacto,"Mall of Antalya, Altınova Sinan, Serik Cd. No: 89/44, 07170 Kepez/Antalya, Türkiye",ChIJQwBk12uEwxQRZWZT_XM2bkc
Antalya,Defacto Outlet,"Mehmet Akif Ersoy, Yeşilırmak Cd. No:174, 07320 Kepez/Antalya, Türkiye",ChIJq6L1X4eFwxQR7brP5LDzLTs
Antalya,DeFacto,"Fener, Tekelioğlu Cd. TerraCity AVM No: 174, 07160 Muratpaşa/Antalya, Türkiye",ChIJtyNoJ-KawxQRHzg7lVKvlTM
Antalya,DeFacto,"Fabrikalar, Fikri Erten Cd. No:2, 07090 Kepez/Antalya, Türkiye",ChIJKV03asWPwxQR4b0ltEf-No0
Antalya,DeFacto,"Aşağı Hisar, Antalya Cd. No: 21, 07600 Manavgat/Antalya, Türkiye",ChIJE-9sQddZwxQR5LrDyj0lJeg
Antalya,DeFacto,"Yeni Mah. Dr. Derviş Eroğlu Dörtyol Bulv. No: 9 Daire: 1-Z1, 07980 Kemer/Antalya, Türkiye",ChIJe3jhBpa3wxQRzffV3AXdMew
Antalya,Defacto,"Fabrikalar, 3022. Sk., 07090 Kepez/Antalya, Türkiye",ChIJsQmvYNGPwxQR-_GRwkPOxXU
Antalya,DeFacto,"Altınova Sinan, Serik Cd. No:27B, 07170 Kepez/Antalya, Türkiye",ChIJzRM_YPeEwxQRVZ99V1B8-3Q
Antalya,DeFacto,"Elmalı, Kazım Özalp Cd. No: 93, 07040 Muratpaşa/Antalya, Türkiye",ChIJxZ6AYgKQwxQROeIwWGzLkEg
Aydın,DeFacto,"Ramazan Pasa Mah. Umut ve Sevgi Cad, Hasanefendi - Ramazan Paşa, No: 11/1, 09100 Efeler/Aydın, Türkiye",ChIJF46xNW4ruRQRzD5OEFIkMCU
Aydın,DeFacto,"Orta, Müze Blv. No:1, 09010 Efeler/Aydın, Türkiye",ChIJ6aBi-REruRQReM73aptvfUc
Aydın,DeFacto,"OPS mall, Çeştepe, Muğla Blv. No:107 İç kapı no:70 ve 147, 09000 Efeler/Aydın, Türkiye",ChIJ6WRwa1IruRQRd-jJuTG6-ZU
Balıkesir,DeFacto,"Eski Kuyumcular, Milli Kuvvetler Cd. No:26, 10010 Karesi/Balıkesir, Türkiye",ChIJUf0ZLUoAtxQRpnu2Vh2a9Tk
Bilecik,DeFacto,"Yenidoğan Mah. Mal Hatun Cad. Sarar AVM No: 251 Kat: 2 Daire: 9-10-11, 11300 Bozüyük/Bilecik, Türkiye",ChIJnS6KEITxyxQRQPdOS-Krrq0
Bilecik,Defacto,"Kasımpaşa, Hükümet Cd. No:12, 11300 Bozüyük/Bilecik, Türkiye",ChIJv0i27WXxyxQRmpfBAJXz0vw
Bolu,DeFacto - Bolu Cadde Mağazası,"Büyükcami, Parti Sk. No:2A, 14200 Bolu Merkez/Bolu, Türkiye",ChIJxagpwoE_nUARRC2oy2QC2BA
Bolu,DeFacto,"Yolçatı Köyü, Anadolu Otoyolu HighWay Outlet 227. Km No: 2/C Daire: ZD18-19, 14300 Bolu Merkez/Bolu, Türkiye",ChIJ____vwNrnUAR8WiYl_WnZ6Y
Bolu,DeFacto,"Tabaklar, İzzet Baysal Cd. No:29, 14000 Bolu Merkez/Bolu, Türkiye",ChIJY8bcSms_nUARFDhp4tllcbs
Bolu,DeFacto,"Paşaköy Mah. 1522. Ada 9. Parsel D-100 Karayolu 14 Burda No: 8 D: 17, 14100 Bolu Merkez/Bolu, Türkiye",ChIJvek3BIk_nUARva7ktbbKIns
Burdur,DeFacto,"Süleyman Demirel Bulv. Iyaş Park No:72 K:Zemin D:44, 32200 Merkez/Isparta, Türkiye",ChIJNaZriea1xRQRptLnpOszBZs
Burdur,DeFacto,"Pirimehmet, Mimar Sinan Cd. No:1-11, 32100 Merkez/Isparta, Türkiye",ChIJX_-vlr61xRQRXJmgaP45wwE
Bursa,DeFacto,"Fethiye, Fatih Sultan Mehmet Blv. No:167, 16140 Ni̇lüfer/Bursa, Türkiye",ChIJH4Nbo0AUyhQRpXr7Iq2x_-0
Bursa,DeFacto,"No: 64 Mağaza: C1-0031-Z3-0009 Santral Garaj Kıbrıs Şehitleri Caddesi, Bursa Kent Meydanı AVM, Osmangazi̇/Bursa, Türkiye",ChIJFQxNdQ4-yhQRkuK5E4SonJA
Bursa,DeFacto,"Reyhan, Haşim İşcan Cd. No: 4/A-B, 16030 Osmangazi̇/Bursa, Türkiye",ChIJn1ABxQk-yhQRJtKHPUTgIS4
Bursa,DeFacto,"Demirtaş Dumlupınar Mah. İstanbul Cad, As Merkez AVM No: 475, 16120 Osmangazi̇/Bursa, Türkiye",ChIJc3LQLkw_yhQRPJvwdwzqmy4
Bursa,DeFacto,"Emek Adnan Menderes, Sanayi Cd. Korupark Alışveriş Merkezi 9. Km No: D:2, 16180 Osmangazi̇/Bursa, Türkiye",ChIJXXuGKXwUyhQRzxxcmVj4bdc
Bursa,DeFacto,"Odunluk, Akademi Cd No:6, 16265 Ni̇lüfer/Bursa, Türkiye",ChIJLYAeRyoUyhQR2VmEoYc1DW4
Bursa,DeFactoFit,"Santral Garaj Mah. Kıbrıs Şehitleri Cad Kent Meydanı AVM No: 64 Kat: Z3 Daire: C1-0031- 0009, 16140 Osmangazi̇/Bursa, Türkiye",ChIJ-5C2Sg4-yhQR6YAp64EVCNk
Bursa,DeFacto,"Alaşarköy, İstanbul Cd No:485, 16100 Osmangazi̇/Bursa, Türkiye",ChIJL5eQWQZAyhQRHoO2JMNivfY
Bursa,DeFacto,"İstiklal, Yunuseli Blv No: 13-157, 16200 Osmangazi̇/Bursa, Türkiye",ChIJZ8qgN7oVyhQR3qjMXtMQ_BQ
Bursa,DeFacto,"Osmaniye Mah. Altay Cad. İnegöl AVM No: 2/E Kat: Zemin Daire: 03, D:03A, 16400 İnegöl/Bursa, Türkiye",ChIJd4mXReDLyxQRP0fNq_9vnPw
Bursa,DeFacto,"Santral Garaj Mahallesi Kıbrıs Şehitleri Caddesi Numara: 64-Z08, Osmangazi̇/Bursa, Türkiye",ChIJq8ZOJBA-yhQR_QW0OwBwqDc
Bursa,DeFacto,"Alaşarköy, Anatolium Bursa AVM D:328-346 Numaralı, 16245 Osmangazi̇/Bursa, Türkiye",ChIJyzpxcj5AyhQRIHtL3r8QJ74
Çanakkale,DeFacto,"Burda Alışveriş Merkezi, Barbaros, Atatürk Cd. No: 207, 17020 Çanakkale Merkez/Çanakkale, Türkiye",ChIJ36TWqfupsRQRN1iGccIHsv0
Çanakkale,DeFacto,"Çanakkale Central, Kemalpaşa, Demircioğlu Cd. no:5, 17100 Çanakkale Merkez/Çanakkale, Türkiye",ChIJ1WO9etCpsRQRZye5D29XbbI
Çankırı,DeFacto,"Buğday Pazarı Mah. Çarşamba Pazarı Cad. Yunus Çankırı AVM No: 4 D: 111-113 Merkez, 18100 Çankırı, Türkiye",ChIJESmTLoPEg0ARYyRImN5aK5M
Çorum,DeFacto,"Çepni, Kerebi Gazi 1. Sk. No:7, 19040 Çorum Merkez/Çorum, Türkiye",ChIJc4LZS7sqh0AROY4-Gwe4TqY
Çorum,DeFacto,"Yeniyol, Gazi Cd. 20/E, 19200 Merkez/Çorum Merkez/Çorum, Türkiye",ChIJMV0xZ5cqh0ARG8RF-V5ry0k
Denizli,DeFacto,"Saraylar, Enverpaşa Cd. 34/A, 20010 Denizli Merkezefendi/Denizli, Türkiye",ChIJN3DhqbE_xxQRU8XTsUAE7BU
Denizli,DeFacto,"Mehmetçik, Doğan Demircioğlu Cd. No:2, 20170 Merkez/Denizli, Türkiye",ChIJRe8a0x0_xxQR-KYPhTqF9IY
Denizli,DeFacto,"Yenişehir, Teras Park AVM No:55 Mağaza 1B - 24, 20040 Denizli Merkezefendi/Denizli, Türkiye",ChIJP18mMqBAxxQRHYoREQTN_Mg
Edirne,DeFacto,"Magi Outlet, 1. Murat, Talat Paşa Cad No: 60, 22100 Edirne Merkez/Edirne, Türkiye",ChIJRxVKlosvsxQR2qp0OEQK8gw
Edirne,DeFacto,"Abdurrahman, Atatürk Blv No:235, 22100 Edirne Merkez/Edirne, Türkiye",ChIJLdQdo4QvsxQR6SSYs8bBdlo
Edirne,DeFacto,"Sabuni, Saraçlar Cd. No:102, 22100 Edirne Merkez/Edirne, Türkiye",ChIJXw07bXovsxQRfoq7NW_LVtQ
Erzincan,DeFacto,"Karaağaç, Fevzi Paşa Cd. No: 28/B, 24100 Erzincan Merkez/Erzincan, Türkiye",ChIJxyTHi8sMcEARwDPHiohAVQM
Erzincan,DeFacto,"Karaağaç, Fevzi Paşa Cd. No:28 D:B, 24050 Erzincan Merkez/Erzincan, Türkiye",ChIJu_tGFs4McEARz9o5DnUDauo
Erzincan,DeFacto,"Mimar Sinan Mah Halitpaşa Cad. Erzincan Park AVM No:151, 24050 Erzincan Merkez/Erzincan, Türkiye",ChIJzdD0ulFzcEARcRVdXF_45GM
Erzurum,DeFacto,"MNG AVM, Lalapaşa, Somunoğlu Cd. No: 83, 25100 Yakutiye/Erzurum, Türkiye",ChIJjb_fpTxfbkARplYDtVZlan0
Eskişehir,Defacto,"Profesör Doktor, Eskibağlar, Yılmaz Büyükerşen Blv No:21, 26170 Tepebaşı/Eskişehir, Türkiye",ChIJyT3_l-MVzBQRW9tYRTsQ_Ek
Eskişehir,DeFacto,"Arifiye, İki Eylül Cd. No: 19/B, 26010 Odunpazarı/Eskişehir, Türkiye",ChIJJ9GSNQYWzBQR2N1CKQdc30w
Eskişehir,DeFacto,"Deliklitaş, Hamam Yolu Cd No: 59, 26090 Odunpazarı/Eskişehir, Türkiye",ChIJNUhxcAMWzBQRTjfuGO3u7TM
Eskişehir,DeFacto,"Çamlıca Mah. Gülperi Sok. Vega Outlet Eskişehir No: 1 Kat: Zemin Daire: 30, 26180 Tepebaşı/Eskişehir, Türkiye",ChIJuwKEvRQXzBQR9mnWdyQU2Mg
Gaziantep,DeFacto,"Alaybey, Mütercim Asım Cd No:15, 27220 Şahinbey/Gaziantep, Türkiye",ChIJg6rUp7TmMRUREFq7mP_Di4Y
Gaziantep,DeFacto,"Yaprak, İstasyon Cd. Forum Gaziantep AVM FF Blok No: 76/L Daire: 13, 27080 Şehitkamil/Gaziantep, Türkiye",ChIJ62Wd-1LhMRURzL3hg059Ow4
Gaziantep,DeFacto,"Osmangazi Mah. Prof. Dr. Necmettin Erbakan Cad. No: 71 K: Zemin D: 71/ZK-S-01, Primemall AVM, 27560 Şehitkamil/Gaziantep, Türkiye",ChIJP_LTlUfgMRURKdcBioCSAzk
Gaziantep,DeFacto,"Mah. Meşeral, Pancarlı, Fevzi Çakmak Blv. Sanko Park Alışveriş Merkezi, 27000 Şehitkamil/Gaziantep, Türkiye",ChIJIzkjMBThMRURYkFUabl1LSs
Giresun,DeFacto,"Sultan Selim, Gazi Cd. No:41, 28100 Giresun Merkez/Giresun, Türkiye",ChIJ0_sdu1FsY0ARGXXuFV3PoOI
Gümüşhane,DeFacto,"Kalkınma, Devlet Karayolu Cd Forum AVM B1 Blok No: 111 Daire: 3, 61100 Ortahisar/Trabzon, Türkiye",ChIJb4yoYXk8ZEARK3TKj0J35qg
Hatay,DeFacto,"Primemall AVM, Akasya, Şükrü Balcı Cd. No:203 K:1, 31030 Antakya/Hatay, Türkiye",ChIJ9VSEX17CJRUR23ytYPnXNEw
Hatay,Defacto,"Serinyol, Hatay Cd. No:110, 31115 Antakya/Hatay, Türkiye",ChIJjeDZuJntJRURHsbw2g570sM
Hatay,DeFacto,"Numune Evler, Çayli Cd No:87, 31600 Dörtyol/Hatay, Türkiye",ChIJ9ZE8mmQ_LxURdWcZtSFVvWs
Hatay,DeFacto,"Numune Mah. Eyüp Sultan Cad. Primemall No: 1, 31230 İskenderun/Hatay, Türkiye",ChIJxcD_zdtYLxURhZqLFCaWo6Q
Hatay,Defacto,"Yeni, Atatürk Cd. No:100, 31500 Reyhanlı/Hatay, Türkiye",ChIJmbfzNtiCJRURofUzlwZdd94
Hatay,Arsuz Defacto Koton Cazador,"Uluçınar, İskenderun Arsuz Yolu no 56, 31100 Arsuz/Hatay, Türkiye",ChIJ3T6UciUJJhUR7mVzvN7b4EM
Hatay,DeFacto,"Savaş, Şht. Pamir Cd. No:28, 31200 İskenderun/Hatay, Türkiye",ChIJP59ZAi5ZLxURRewFW1n3K1o
Hatay,Kırıkhan Defacto,"Kurtuluş, Genaral Şükrü Kanadlı Cd No:21 D:13, 31440 Kırıkhan/Hatay, Türkiye",ChIJk2uPLyFiLxURtKq-i-3FCaE
Hatay,Samandağ Defacto giyim mağazası,"Atatürk, Ahmet Yesevi Cd. No: 15A, 31795 Samandağ/Hatay, Türkiye",ChIJ33KNM6HXJRURDRCj-X_ZuSs
Hatay,DeFacto,"Süleymaniye, Kazım Karabekir Cd. No:97/1, 31200 İskenderun/Hatay, Türkiye",ChIJ-3PbADpZLxURby83PlJ5UGc
Hatay,Defacto,"Serinyol, 31115 Antakya/Hatay, Türkiye",ChIJzTFXvrvtJRUR1tZkEQF0Qfg
Hatay,Defacto Antakya HATAY,"Küçükdalyan, Hürriyet Cd. No:16 / A, 31000 Hatay Merkez/Hatay, Türkiye",ChIJa90Y0yDCJRURKmIlvgNZpMU
Mersin,DeFacto,"Fevzi Çakmak, Adana Blv. No:57, 33460 Tarsus/Mersin, Türkiye",ChIJ7YnMPl_eJxURbcsUAeOscmo
Mersin,DeFacto,"Güvenevler, 1. Cd. No:133, 33140 Yenişehir/Mersin, Türkiye",ChIJeU7cZK_0JxURfR-4MIlCrlw
Mersin,DeFacto,"Limonluk, 36. Cadde No:2, 33110 Yenişehir/Mersin, Türkiye",ChIJUdNvJZ30JxURTCvJxxqZQCE
Mersin,DeFacto,"Akkent, Hüseyin Okan Merzeci Blv Kipa AVM No: 759, 33160 Yenişehir/Mersin, Türkiye",ChIJdU8mGSCLJxUR_lxVHOCitog
Mersin,DeFacto,"Merkez, Gazi Mustafa Kemal Blv. No:838, 33330 Mezitli/Mersin, Türkiye",ChIJmd5LUgCLJxURkjer-Msh2C8
Mersin,DeFacto,"Mahmudiye, Kuvayi Milliye Cd. No: 75/A, 33070 Akdeniz/Mersin, Türkiye",ChIJ01UZ1wnzJxUR-Ny5BA5j_i0
Mersin,DeFacto,"Forum AVM, Güvenevler, 1. Cd. no:120 İç kapı no:6, 33140 Yenişehir/Mersin, Türkiye",ChIJGdbZdq_0JxURYuuD7wXxP6I
İstanbul,DeFacto,"Atatürk, Bahariye Cd. No:2/1, 34307 Küçükçekmece/İstanbul, Türkiye",ChIJU3uNO5KlyhQRHXndieiLqvM
İstanbul,DeFacto Outlet,"Atatürk, Orhan Veli Cd. No:6/2, 34522 Esenyurt/İstanbul, Türkiye",ChIJJ98SFQhftRQRiqujS7H4qRE
İstanbul,Defacto,"Asmalı Mescit, İstiklal Cd. No: 124, 34433 Beyoğlu/İstanbul, Türkiye",ChIJr_LjyGy3yhQRa6P7O90JDSQ
İstanbul,DeFacto,"Hobyar Mahallesi Mimar Kemalettin Caddesi Numara: 9, D:2, 34112 Fatih/İstanbul, Türkiye",ChIJQQHRwCm5yhQR2woJ9ZUL9Lc
İstanbul,DeFacto,"Osmaniye, Çobançeşme Koşuyolu Blv No:3, 34146 Bakırköy/İstanbul, Türkiye",ChIJkxT0u2u7yhQRsTxoIR9TM5s
İstanbul,DeFacto,"Akşemsettin, Fevzi Paşa Cd. No: 43 D:1A, 34080 Fatih/İstanbul, Türkiye",ChIJ7-ixdSG6yhQRtW1hBOkPAiE
İstanbul,DeFacto,"Akşemsettin Mah. Adnan Menderes Vatan Bulv. Historia Alışveriş Merkezi, No: 2, 34080 Fatih/İstanbul, Türkiye",ChIJu0N8xyW6yhQROtsK-NGztd0
İstanbul,DeFacto,"Bağlarbaşı, Bağlarbaşı Cd. No: 22-24/A, 34245 Gaziosmanpaşa/İstanbul, Türkiye",ChIJtefnFo-wyhQReDpe1zt2O74
İstanbul,DeFacto,"Kuştepe, Mecidiyeköy Yolu Cd. No:12, 34381 Şişli/İstanbul, Türkiye",ChIJ40qAR_y2yhQRJ6BxA0p4bLg
İstanbul,DeFacto,"Tevfik Bey, Halkalı Cd No:130, 34295 Küçükçekmece/İstanbul, Türkiye",ChIJh72Y-4mjyhQRy-ZRSzdBz28
İstanbul,DeFacto,"Barış, Sakarya Cd. No:1, 34520 Beylikdüzü/İstanbul, Türkiye",ChIJUb1bE5RftRQRHfhg_lKh9M0
İstanbul,DeFacto,"Cevahir AVM, 19 Mayıs, Büyükdere Cd. D:22/90-106, 34363 Şişli/İstanbul, Türkiye",ChIJD1EPLwK3yhQRMTgGl1zMjek
İstanbul,DeFacto,"Hüseyinağa, İstiklal Cd. Grandpera Alışveriş Merkezi No: 56-58 Daire: B1-27-31-38, 34435 Beyoğlu/İstanbul, Türkiye",ChIJKUfBPyKhyhQRGpl-n50sEYo
İstanbul,DeFacto,"Yeşilpınar, Girne Cd Vialand AVM No: 1-1 Daire: 2ZK65-70, 34065 Eyüpsultan/İstanbul, Türkiye",ChIJg5r39-WwyhQR3ybRN4PM-4w
İstanbul,DeFacto,"Yenibosna Merkez, Değirmenbahçe Cd. No:34, 34197 Bahçelievler/İstanbul, Türkiye",ChIJh2N7fYikyhQRtrkzdSwjkIo
İstanbul,DeFacto,"Ziya Gökalp, Süleyman Demirel Blv No:7, 34490 Başakşehir/İstanbul, Türkiye",ChIJbUpOtZ6lyhQRZWd0it-xcz8
İstanbul,Defacto,"Cevizli, Maltepe Park AVM No: 67/A, 34846 Maltepe/İstanbul, Türkiye",ChIJt_WKiWzEyhQRpwkzSfbQOl0
İstanbul,DeFacto,"Şirinevler, Adnan Kahveci Blv. Önaldı İş Merkezi No: 6, 34188 Bahçelievler/İstanbul, Türkiye",ChIJl3e-uamkyhQRadYUG7sVHZ4
İstanbul,DeFacto,"Beyazıt, Yeniçeriler Cd., 34130 Fatih/İstanbul, Türkiye",ChIJX-i6iFi5yhQRdWIpcFDOOC4
